,Name,Score rank,Popularity rank,Score,Episodes,Type,Link,Premiered,English name,Japanese name,Synonyms,Status,Aired,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Members Favorites,Members Total,Members Watching,Members Completed,Members On-Hold,Members Dropped,Members Plan to Watch,Members score 10,Members score 9,Members score 8,Members score 7,Members score 6,Members score 5,Members score 4,Members score 3,Members score 2,Members score 1
119,Mushishi Zoku Shou: Odoro no Michi,120,1749,8.46,  Episodes:  1  ,  Type:  Special,https://myanimelist.net/anime/24687/Mushishi_Zoku_Shou__Odoro_no_Michi,,Mushishi Path of Thorns  ,蟲師 続章  ,"Mushishi Zoku Shou Special, Mushi-shi Zoku Shou: Odoro no Michi, Mushishi Zoku Shou Episode 11 and 12, Mushishi Next Passage: Path of Thorns  ",  Status:  Finished Airing  ,"  Aired:  Aug 20, 2014  ",,"    Producers:          Aniplex,       Kodansha,       Delfi Sound  ",    Licensors:          Aniplex of America  ,    Studios:          Artland  ,  Source:  Manga  ,"  Genres:      AdventureAdventure,     FantasyFantasy,     HistoricalHistorical,     MysteryMystery,     SeinenSeinen,     Slice of LifeSlice of Life,     SupernaturalSupernatural",  Duration:  47 min.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  124,"80,960","1,654","53,218",707,349,"25,032",8578,11676,12170,5073,1330,409,99,37,29,369
120,Owarimonogatari,121,389,8.46,  Episodes:  12  ,  Type:  TV,https://myanimelist.net/anime/31181/Owarimonogatari,    Premiered:          Fall 2015          ,Owarimonogatari  ,終物語  ,End Story  ,  Status:  Finished Airing  ,"  Aired:  Oct 4, 2015 to Dec 20, 2015  ",    Broadcast:    Sundays at 00:00 (JST)      ,    Producers:          Aniplex  ,    Licensors:          Aniplex of America  ,    Studios:          Shaft  ,  Source:  Light novel  ,"  Genres:      MysteryMystery,     ComedyComedy,     SupernaturalSupernatural,     VampireVampire",  Duration:  26 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  2,268","378,531","18,246","231,594","8,072","4,044","116,575",34849,58490,57878,22279,5902,2014,759,303,179,624
121,Saiki Kusuo no Ψ-nan 2,123,363,8.45,  Episodes:  24  ,  Type:  TV,https://myanimelist.net/anime/34612/Saiki_Kusuo_no_Ψ-nan_2,    Premiered:          Winter 2018          ,The Disastrous Life of Saiki K. 2  ,斉木楠雄のΨ難 2  ,Saiki Kusuo no Psi Nan 2  ,  Status:  Finished Airing  ,"  Aired:  Jan 17, 2018 to Jun 27, 2018  ",    Broadcast:    Wednesdays at 01:35 (JST)      ,"    Producers:          TV Tokyo,       Shogakukan-Shueisha Productions,       Nippon Columbia,       KlockWorx,       Asmik Ace,       Bandai Namco Entertainment,       Shueisha,       Toy's Factory,       Dear Stage inc.  ","    Licensors:    None found, add some  ","    Studios:          J.C.Staff,       Egg Firm  ",  Source:  Manga  ,"  Genres:      Slice of LifeSlice of Life,     ComedyComedy,     SupernaturalSupernatural,     SchoolSchool,     ShounenShounen",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  2,935","405,080","29,855","295,555","8,162","4,344","67,164",45802,73364,73825,32314,8269,2655,711,262,120,488
122,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,122,144,8.45,  Episodes:  13  ,  Type:  TV,https://myanimelist.net/anime/39587/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season,    Premiered:          Summer 2020          ,Re:ZERO -Starting Life in Another World- Season 2  ,Re：ゼロから始める異世界生活  ,"Re: Life in a different world from zero 2nd Season, ReZero 2nd Season, Re:Zero - Starting Life in Another World 2  ",  Status:  Finished Airing  ,"  Aired:  Jul 8, 2020 to Sep 30, 2020  ",    Broadcast:    Wednesdays at 22:30 (JST)      ,"    Producers:          AT-X,       Memory-Tech,       Hakuhodo DY Music & Pictures,       Kadokawa Media House,       Kadokawa  ","    Licensors:    None found, add some  ",    Studios:          White Fox  ,  Source:  Light novel  ,"  Genres:      PsychologicalPsychological,     DramaDrama,     ThrillerThriller,     FantasyFantasy",  Duration:  27 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  9,107","726,255","91,799","437,889","13,169","6,647","176,751",79671,121615,109701,46788,14603,5158,2554,1017,588,927
123,Yuu☆Yuu☆Hakusho,124,268,8.45,  Episodes:  112  ,  Type:  TV,https://myanimelist.net/anime/392/Yuu☆Yuu☆Hakusho,    Premiered:          Fall 1992          ,Yu Yu Hakusho: Ghost Files  ,幽☆遊☆白書  ,"Yu Yu Hakusho, Ghost Fighter, Poltergeist Report, YuYu Hakusho  ",  Status:  Finished Airing  ,"  Aired:  Oct 10, 1992 to Jan 7, 1995  ",    Broadcast:    Unknown      ,"    Producers:          Yomiko Advertising,       Fuji TV  ",    Licensors:          Funimation  ,    Studios:          Studio Pierrot  ,  Source:  Manga  ,"  Genres:      ActionAction,     ComedyComedy,     DemonsDemons,     SupernaturalSupernatural,     Martial ArtsMartial Arts,     ShounenShounen",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  16,615","513,132","52,888","271,325","42,155","19,388","127,376",57162,68824,72479,38345,11484,4200,1170,459,202,530
124,Golden Kamuy 3rd Season,125,1600,8.45,  Episodes:  12  ,  Type:  TV,https://myanimelist.net/anime/40059/Golden_Kamuy_3rd_Season,    Premiered:          Fall 2020          ,Golden Kamuy Season 3  ,ゴールデンカムイ  ,,  Status:  Finished Airing  ,"  Aired:  Oct 5, 2020 to Dec 21, 2020  ",    Broadcast:    Mondays at 23:00 (JST)      ,"    Producers:          Magic Capsule,       NBCUniversal Entertainment Japan,       Twin Engine  ",    Licensors:          Funimation  ,    Studios:          Geno Studio  ,  Source:  Manga  ,"  Genres:      ActionAction,     AdventureAdventure,     HistoricalHistorical,     SeinenSeinen",  Duration:  23 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,  Favorites:  734,"92,099","9,361","46,888","1,618",602,"33,630",6331,13588,14038,4657,967,284,99,37,10,98
125,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,126,509,8.45,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/11981/Mahou_Shoujo_Madoka★Magica_Movie_3__Hangyaku_no_Monogatari,,Puella Magi Madoka Magica the Movie: Rebellion  ,劇場版 魔法少女まどか☆マギカ 叛逆の物語  ,"Mahou Shoujo Madoka Magika Movie 3, Magical Girl Madoka Magica Movie 3  ",  Status:  Finished Airing  ,"  Aired:  Oct 26, 2013  ",,"    Producers:          Aniplex,       Mainichi Broadcasting System,       Movic,       Nitroplus,       Houbunsha  ",    Licensors:          Aniplex of America  ,    Studios:          Shaft  ,  Source:  Original  ,"  Genres:      MysteryMystery,     PsychologicalPsychological,     DramaDrama,     MagicMagic,     ThrillerThriller",  Duration:  1 hr. 56 min.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  7,472","300,502","4,499","229,319","2,106","1,088","63,490",51289,49766,41125,20663,8088,3513,2152,1127,596,839
126,Gintama: Yorinuki Gintama-san on Theater 2D,127,2914,8.44,  Episodes:  2  ,  Type:  Movie,https://myanimelist.net/anime/21899/Gintama__Yorinuki_Gintama-san_on_Theater_2D,,,銀魂 よりぬき銀魂さんオンシアター2D  ,"Shinsengumi Douran Hen, Kabuki Chou Shitennou Hen, Kabuki-chou Devas Hen, Gintama: The Best of Gintama on Theater 2D  ",  Status:  Finished Airing  ,"  Aired:  Aug 26, 2012  ",,"    Producers:    None found, add some  ","    Licensors:    None found, add some  ",    Studios:          Sunrise  ,  Source:  Manga  ,"  Genres:      ActionAction,     Sci-FiSci-Fi,     ComedyComedy,     HistoricalHistorical,     ParodyParody,     SamuraiSamurai,     ShounenShounen",  Duration:  1 hr. 36 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  53,"33,770","1,007","18,945",545,507,"12,766",3989,2792,3015,1583,503,226,66,37,75,443
127,Gotcha!,128,3997,8.44,  Episodes:  1  ,  Type:  Music,https://myanimelist.net/anime/42984/Gotcha,,,GOTCHA!  ,"Pokémon Special Music Video, Acacia  ",  Status:  Finished Airing  ,"  Aired:  Sep 29, 2020  ",,"    Producers:    None found, add some  ","    Licensors:    None found, add some  ",    Studios:          Bones  ,  Source:  Game  ,"  Genres:      MusicMusic,     FantasyFantasy",  Duration:  3 min.  ,  Rating:  PG - Children  ,  Favorites:  169,"17,857",266,"15,938",46,92,"1,515",3724,2916,2956,1596,640,310,83,40,23,106
128,Koukaku Kidoutai: Stand Alone Complex,129,452,8.44,  Episodes:  26  ,  Type:  TV,https://myanimelist.net/anime/467/Koukaku_Kidoutai__Stand_Alone_Complex,    Premiered:          Fall 2002          ,Ghost in the Shell: Stand Alone Complex  ,攻殻機動隊 STAND ALONE COMPLEX  ,"Ghost in the Shell SAC, Ghost in the Shell: Stand Alone Complex  ",  Status:  Finished Airing  ,"  Aired:  Oct 1, 2002 to Oct 1, 2003  ",    Broadcast:    Unknown      ,"    Producers:          Bandai Visual,       Dentsu,       Victor Entertainment,       Animax,       Kodansha,       Trilogy Future Studio,       Tokuma Shoten,       Nippon Television Network  ","    Licensors:          Bandai Entertainment,       Manga Entertainment  ",    Studios:          Production I.G  ,  Source:  Manga  ,"  Genres:      ActionAction,     MilitaryMilitary,     Sci-FiSci-Fi,     PolicePolice,     MechaMecha,     SeinenSeinen",  Duration:  25 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  7,599","336,183","17,902","174,823","16,357","8,513","118,588",29946,44338,40764,19483,6048,2708,1000,425,232,566
129,Major S5,130,2137,8.44,  Episodes:  25  ,  Type:  TV,https://myanimelist.net/anime/5028/Major_S5,    Premiered:          Winter 2009          ,,メジャー  ,Major 5th Season  ,  Status:  Finished Airing  ,"  Aired:  Jan 10, 2009 to Jun 27, 2009  ",    Broadcast:    Unknown      ,    Producers:          NHK  ,"    Licensors:    None found, add some  ",    Studios:          SynergySP  ,  Source:  Manga  ,"  Genres:      ComedyComedy,     DramaDrama,     RomanceRomance,     ShounenShounen,     SportsSports",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  560,"59,467","1,704","46,571",702,677,"9,813",7546,10392,10144,4727,1343,479,118,63,38,388
130,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,131,565,8.44,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/35851/Sayonara_no_Asa_ni_Yakusoku_no_Hana_wo_Kazarou,,Maquia: When the Promised Flower Blooms  ,さよならの朝に約束の花をかざろう  ,"Let's Decorate the Promised Flowers in the Morning of Farewells, SayoAsa  ",  Status:  Finished Airing  ,"  Aired:  Feb 24, 2018  ",,"    Producers:          Bandai Visual,       Lantis,       Rakuonsha,       Showgate,       Hakuhodo DY Music & Pictures,       Cygames  ","    Licensors:          Eleven Arts,       Shout! Factory  ",    Studios:          P.A. Works  ,  Source:  Original  ,"  Genres:      DramaDrama,     FantasyFantasy",  Duration:  1 hr. 55 min.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  4,734","275,666","9,627","140,660","2,575",904,"121,900",30805,33816,28779,14609,5502,2310,1088,455,215,318
131,Saiki Kusuo no Ψ-nan,132,157,8.43,  Episodes:  120  ,  Type:  TV,https://myanimelist.net/anime/33255/Saiki_Kusuo_no_Ψ-nan,    Premiered:          Summer 2016          ,The Disastrous Life of Saiki K.  ,斉木楠雄のΨ難  ,Saiki Kusuo no Psi Nan  ,  Status:  Finished Airing  ,"  Aired:  Jul 4, 2016 to Dec 26, 2016  ",    Broadcast:    Not scheduled once per week      ,"    Producers:          TV Tokyo,       Shogakukan-Shueisha Productions,       Pony Canyon,       Nippon Columbia,       KlockWorx,       Asmik Ace,       Bandai Namco Entertainment,       Shueisha,       Toy's Factory,       Dear Stage inc.  ",    Licensors:          Funimation  ,"    Studios:          J.C.Staff,       Egg Firm  ",  Source:  Manga  ,"  Genres:      ComedyComedy,     SchoolSchool,     ShounenShounen,     Slice of LifeSlice of Life,     SupernaturalSupernatural",  Duration:  5 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  16,733","688,420","72,725","427,365","32,141","21,282","134,907",71444,108831,116364,55186,15859,6207,2116,851,443,780
132,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,133,322,8.43,  Episodes:  12  ,  Type:  TV,https://myanimelist.net/anime/39547/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Kan,    Premiered:          Summer 2020          ,My Teen Romantic Comedy SNAFU Climax!  ,やはり俺の青春ラブコメはまちがっている。完  ,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. 3rd Season, My Teen Romantic Comedy SNAFU 3, Oregairu 3, My youth romantic comedy is wrong as I expected 3  ",  Status:  Finished Airing  ,"  Aired:  Jul 10, 2020 to Sep 25, 2020  ",    Broadcast:    Fridays at 01:58 (JST)      ,"    Producers:          Marvelous,       TBS,       Movic,       Delfi Sound,       NBCUniversal Entertainment Japan  ",    Licensors:          Sentai Filmworks  ,    Studios:          feel.  ,  Source:  Light novel  ,"  Genres:      Slice of LifeSlice of Life,     ComedyComedy,     DramaDrama,     RomanceRomance,     SchoolSchool",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  9,424","455,196","47,668","255,859","9,827","5,523","136,319",51701,66568,60557,28401,9744,3807,1799,798,351,710
133,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,134,149,8.43,  Episodes:  24  ,  Type:  TV,https://myanimelist.net/anime/26055/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders_2nd_Season,    Premiered:          Winter 2015          ,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt  ,ジョジョの奇妙な冒険 スターダストクルセイダース  ,"JoJo's Bizarre Adventure Part 3, JoJo's Bizarre Adventure: Stardust Crusaders - Egypt Arc  ",  Status:  Finished Airing  ,"  Aired:  Jan 10, 2015 to Jun 20, 2015  ",    Broadcast:    Saturdays at 00:30 (JST)      ,"    Producers:          Yomiko Advertising,       Warner Bros. Japan,       Kamikaze Douga,       KlockWorx,       Shueisha  ",    Licensors:          VIZ Media  ,    Studios:          David Production  ,  Source:  Manga  ,"  Genres:      ActionAction,     AdventureAdventure,     SupernaturalSupernatural,     DramaDrama,     ShounenShounen",  Duration:  23 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  13,613","716,376","23,256","622,351","5,813","3,472","61,484",109042,147059,149372,67730,18976,6106,2229,870,414,1101
134,Kara no Kyoukai 7: Satsujin Kousatsu (Go),135,937,8.43,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/5205/Kara_no_Kyoukai_7__Satsujin_Kousatsu_Go,,the Garden of sinners Chapter 7: Murder Speculation Part B  ,劇場版 空の境界 the Garden of sinners 第七章『殺人考察（後）』  ,"Kara no Kyoukai: The Garden of Sinners Movie 7, Borderline of Emptiness: Murder Speculation (Part 2), The Garden of Sinners: ...not nothing heart  ",  Status:  Finished Airing  ,"  Aired:  Aug 8, 2009  ",,    Producers:          Notes  ,    Licensors:          Aniplex of America  ,    Studios:          ufotable  ,  Source:  Light novel  ,"  Genres:      ActionAction,     MysteryMystery,     SupernaturalSupernatural,     RomanceRomance,     ThrillerThriller",  Duration:  2 hr. 1 min.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  1,891","171,151","3,145","119,987","1,645",612,"45,762",20580,29184,25033,11269,3859,1533,696,330,165,455
135,Kaze ga Tsuyoku Fuiteiru,136,738,8.43,  Episodes:  23  ,  Type:  TV,https://myanimelist.net/anime/37965/Kaze_ga_Tsuyoku_Fuiteiru,    Premiered:          Fall 2018          ,Run with the Wind  ,風が強く吹いている  ,"Kaze ga Tsuyoku Fuite Iru, Kazetsuyo  ",  Status:  Finished Airing  ,"  Aired:  Oct 3, 2018 to Mar 27, 2019  ",    Broadcast:    Wednesdays at 01:29 (JST)      ,"    Producers:          Movic,       Nippon Television Network,       TOHO animation,       Toy's Factory,       Cygames,       Yomiuri Shimbun  ",    Licensors:          Sentai Filmworks  ,    Studios:          Production I.G  ,  Source:  Novel  ,"  Genres:      ComedyComedy,     SportsSports,     DramaDrama",  Duration:  23 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  4,322","214,866","20,792","112,611","8,418","6,542","66,503",18592,29673,29721,13891,4162,1613,492,159,75,411
136,Mo Dao Zu Shi 2nd Season,137,2101,8.43,  Episodes:  8  ,  Type:  ONA,https://myanimelist.net/anime/38450/Mo_Dao_Zu_Shi_2nd_Season,,,魔道祖师 第二季  ,"Grandmaster of Demonic Cultivation 2, The Founder of Diabolism 2, Mo Dao Zu Shi: Xian Yun Pian, 魔道祖师 羡云篇  ",  Status:  Finished Airing  ,"  Aired:  Aug 3, 2019 to Sep 21, 2019  ",,    Producers:          Tencent Penguin Pictures  ,"    Licensors:    None found, add some  ",    Studios:          B.CMAY PICTURES  ,  Source:  Novel  ,"  Genres:      ActionAction,     MysteryMystery,     HistoricalHistorical,     SupernaturalSupernatural",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  738,"60,968","4,582","33,110","1,046",683,"21,547",6754,6860,7199,3582,1092,362,128,54,34,217
137,Mononoke,138,683,8.43,  Episodes:  12  ,  Type:  TV,https://myanimelist.net/anime/2246/Mononoke,    Premiered:          Summer 2007          ,Mononoke  ,モノノ怪  ,,  Status:  Finished Airing  ,"  Aired:  Jul 13, 2007 to Sep 28, 2007  ",    Broadcast:    Unknown      ,    Producers:          Fuji TV  ,    Licensors:          Flatiron Film Company  ,    Studios:          Toei Animation  ,  Source:  Original  ,"  Genres:      MysteryMystery,     HistoricalHistorical,     HorrorHorror,     DemonsDemons,     PsychologicalPsychological,     SupernaturalSupernatural,     FantasyFantasy,     SeinenSeinen",  Duration:  22 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  5,743","234,837","15,166","76,368","9,923","5,120","128,260",16772,18500,17628,8969,3356,1337,630,240,147,514
138,3-gatsu no Lion,139,275,8.42,  Episodes:  22  ,  Type:  TV,https://myanimelist.net/anime/31646/3-gatsu_no_Lion,    Premiered:          Fall 2016          ,March comes in like a lion  ,3月のライオン  ,Sangatsu no Lion  ,  Status:  Finished Airing  ,"  Aired:  Oct 8, 2016 to Mar 18, 2017  ",    Broadcast:    Saturdays at 23:00 (JST)      ,"    Producers:          Aniplex,       Dentsu,       NHK,       Hakusensha,       Asmik Ace,       Toy's Factory  ",    Licensors:          Aniplex of America  ,    Studios:          Shaft  ,  Source:  Manga  ,"  Genres:      DramaDrama,     GameGame,     SeinenSeinen,     Slice of LifeSlice of Life",  Duration:  25 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  11,775","505,534","48,394","227,830","28,223","17,225","183,862",38419,64417,62543,27435,9107,3955,1461,554,335,702
